feature,ic_long,ic_short,ic_combined,mean,std,null_pct,importance_long,importance_short,importance_combined,category
distance_from_vwap_20,-0.005161266479481473,0.01846866974177038,0.011814968110625927,-3.761172228709529e-05,0.003015479019507135,0.0,0.0,273.7604064941406,273.7604064941406,Volume-Price Analysis
vwap_50,-0.005348377338642855,-0.0013513810961099913,0.003349879217376423,160.02834254438957,103.38182680017665,0.0,204.1729965209961,198.20209884643555,402.37509536743164,Volume-Price Analysis
distance_from_vwap_50,-0.010347942399495639,0.016279557556059112,0.013313749977777376,-8.997885301596105e-05,0.004699057898571326,0.0,151.3990020751953,94.9209976196289,246.31999969482422,Volume-Price Analysis
roc_5,-0.007799442891741561,0.01002830843971453,0.008913875665728046,-0.002346106396078079,0.3242847863871365,0.0,0.0,0.0,0.0,Returns/Momentum
momentum_5,-0.006886252479244264,0.010246822281215685,0.008566537380229975,-0.005606091597407001,0.6656571753749176,0.0,0.0,0.0,0.0,Returns/Momentum
roc_10,-0.006757556333346864,0.014295581181478433,0.010526568757412648,-0.0045243783900156655,0.4512273203274462,0.0,0.0,0.0,0.0,Returns/Momentum
momentum_10,-0.005179183671910398,0.01415457134916193,0.009666877510536164,-0.01087324094145204,0.9311447192939837,0.0,0.0,107.4473991394043,107.4473991394043,Returns/Momentum
roc_20,-0.005633507512196285,0.021404438957792593,0.013518973234994439,-0.00850686418250466,0.6293437460489412,0.0,0.0,0.0,0.0,Returns/Momentum
momentum_20,-0.004948069299299402,0.02275445631551497,0.013851262807407186,-0.020838694151367902,1.2936613315338819,0.0,0.0,737.7634029388428,737.7634029388428,Returns/Momentum
roc_50,-0.010756110124471002,0.0014561073355457558,0.006106108730008379,-0.021527071490358,0.9851593464392893,0.0,0.0,0.0,0.0,Returns/Momentum
momentum_50,-0.010179092957454634,0.004998513325083248,0.007588803141268941,-0.052622137581031236,1.9565390256098165,0.0,134.59939575195312,309.3175983428955,443.91699409484863,Returns/Momentum
williams_r_14,-0.00935302082195925,0.011292526510887364,0.010322773666423308,-49.66380389296989,30.752808517768816,0.0,0.0,191.9827003479004,191.9827003479004,Momentum Oscillators
williams_r_21,-0.009607827498189357,0.01611452041749405,0.012861173957841704,-49.69302173346965,30.540962745712367,0.0,0.0,35.89339828491211,35.89339828491211,Momentum Oscillators
cci_14,-0.007579296460336091,0.010228189519751026,0.008903742990043559,0.27879351519890283,109.2004038138908,0.0,0.0,62.25290107727051,62.25290107727051,Momentum Oscillators
cci_20,-0.008558195681714554,0.014368261776528527,0.01146322872912154,0.23646865091474284,112.44661585235505,0.0,0.0,68.05089950561523,68.05089950561523,Momentum Oscillators
mfi_14,-0.008677181089893456,0.011372640155150025,0.01002491062252174,50.216204699144924,17.571091759361412,0.0,47.804298400878906,350.2209930419922,398.0252914428711,Momentum Oscillators
